mmsi,gap_start,gap_end,gap_duration_seconds,gap_class,overlaps_origin_window,last_known_lat,last_known_lon,last_known_sog,last_known_cog,last_known_heading,first_reappearance_lat,first_reappearance_lon,first_reappearance_sog,first_reappearance_cog,first_reappearance_heading,observed_gap_displacement_m,expected_displacement_m,displacement_difference_m,displacement_quality,segment_before_gap,segment_after_gap,evidence_note
338173000,2022-02-26 23:10:00+00:00,2022-02-27 01:29:28+00:00,8368.0,SIGNIFICANT_GAP,False,28.96962,-90.00641,15.4,230.7,,28.9683,-89.99772,10.5,,,858.0318934639289,66294.95783680001,-65436.92594333608,FULL,82,83,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-02-27 05:41:10+00:00,2022-02-27 06:11:05+00:00,1795.0,SHORT_GAP,False,28.99391,-89.96798,0.1,1.3,,28.99393,-89.96799,0.0,,,2.427273342568252,92.342698,-89.91542465743174,FULL,83,84,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-02-27 11:06:46+00:00,2022-02-27 17:07:46+00:00,21660.0,LONG_GAP,False,28.99603,-89.95039,14.8,89.7,,28.97135,-89.95149,15.5,,,2746.3757881424226,164914.28419200002,-162167.9084038576,FULL,84,85,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-02-27 17:08:52+00:00,2022-02-27 21:41:52+00:00,16380.0,SIGNIFICANT_GAP,False,28.96837,-89.9557,15.5,247.6,,28.97217,-89.99281,16.3,,,3634.750335755139,130612.18716000002,-126977.43682424488,FULL,85,86,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-02-27 22:49:07+00:00,2022-02-27 23:42:42+00:00,3215.0,SHORT_GAP,False,28.96826,-89.99597,13.9,227.0,,28.99442,-89.96669,1.4,,,4071.004470469155,22989.730694,-18918.726223530848,FULL,86,87,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-02-28 00:27:27+00:00,2022-02-28 16:13:18+00:00,56751.0,LONG_GAP,False,28.96972,-89.99604,9.8,229.9,,28.96857,-90.00293,11.6,,,682.3638006915869,286113.07215120003,-285430.7083505084,FULL,87,88,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-02-28 16:28:32+00:00,2022-02-28 16:55:30+00:00,1618.0,SHORT_GAP,False,28.96999,-90.00532,13.6,220.3,,28.97082,-90.00222,17.4,,,315.3777129386719,11320.2373312,-11004.859618261327,FULL,88,89,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-02-28 17:17:31+00:00,2022-02-28 18:51:04+00:00,5613.0,SIGNIFICANT_GAP,False,28.99268,-89.95094,19.1,82.7,,28.96989,-90.00215,8.4,,,5588.791833134812,55152.666685200005,-49563.87485206519,FULL,89,90,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-02-28 19:32:32+00:00,2022-02-28 20:05:23+00:00,1971.0,SHORT_GAP,False,28.96997,-89.99471,19.7,235.9,,28.97174,-90.00784,18.9,,,1292.3697704461356,19975.1917428,-18682.821972353864,FULL,90,91,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-02-28 20:36:14+00:00,2022-02-28 22:20:39+00:00,6265.0,SIGNIFICANT_GAP,False,28.97837,-89.98786,19.3,224.6,,28.97197,-89.99109,19.6,,,777.924193161045,62203.73903800001,-61425.81484483896,FULL,91,92,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-02-28 22:44:59+00:00,2022-03-01 17:54:25+00:00,68966.0,LONG_GAP,False,28.96995,-89.99693,19.9,230.0,,28.9683,-90.00198,7.4,,,524.4174067428429,706034.9835896,-705510.5661828571,FULL,92,93,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-01 18:06:58+00:00,2022-03-01 21:38:34+00:00,12696.0,SIGNIFICANT_GAP,False,28.96926,-90.00493,17.2,230.3,,28.96935,-90.00034,4.4,,,446.63715553509354,112339.7536128,-111893.11645726491,FULL,93,94,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-01 21:41:10+00:00,2022-03-02 01:18:44+00:00,13054.0,SIGNIFICANT_GAP,False,28.96956,-89.99963,3.4,100.8,,28.97163,-89.99378,14.9,,,613.8787902921498,22832.8767184,-22218.99792810785,FULL,94,95,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-02 11:14:22+00:00,2022-03-02 14:09:48+00:00,10526.0,SIGNIFICANT_GAP,False,28.96965,-89.98653,14.7,236.1,,28.96911,-90.00122,6.2,,,1430.3345091720485,79601.0518968,-78170.71738762794,FULL,95,96,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-02 15:44:13+00:00,2022-03-02 16:59:16+00:00,4503.0,SIGNIFICANT_GAP,False,28.96941,-90.00076,3.0,215.9,,28.96866,-90.00171,7.7,,,124.48318284336065,6949.623995999999,-6825.140813156639,FULL,96,97,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-02 17:19:02+00:00,2022-03-02 17:38:11+00:00,1149.0,SHORT_GAP,False,28.96956,-90.00693,1.3,247.2,,28.96862,-90.00279,6.3,,,416.09107280696117,768.4250028000001,-352.33392999303896,FULL,97,98,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-02 17:38:11+00:00,2022-03-02 18:03:51+00:00,1540.0,SHORT_GAP,False,28.96862,-90.00279,6.3,102.5,,28.96961,-90.00096,0.0,,,209.31256018375018,4991.135687999999,-4781.823127816249,FULL,98,99,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-02 18:03:51+00:00,2022-03-02 18:22:22+00:00,1111.0,SHORT_GAP,False,28.96961,-90.00096,0.0,332.8,,28.96964,-90.00098,0.0,,,3.861784959099259,0.0,3.861784959099259,FULL,99,100,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-02 19:10:38+00:00,2022-03-02 20:19:46+00:00,4148.0,SIGNIFICANT_GAP,False,28.96839,-90.00773,20.2,240.7,,28.97063,-89.97243,18.9,,,3443.0738328518228,43105.0569824,-39661.98314954818,FULL,100,101,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-02 21:01:07+00:00,2022-03-02 21:47:43+00:00,2796.0,SHORT_GAP,False,28.96839,-89.99514,18.1,237.8,,28.96824,-90.00502,2.5,,,961.3014506187162,26034.776174400005,-25073.474723781288,FULL,101,102,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-02 22:05:49+00:00,2022-03-02 23:07:23+00:00,3694.0,SIGNIFICANT_GAP,False,28.96897,-90.00565,11.6,241.1,,28.96835,-89.99302,20.1,,,1230.6136943776962,22044.1311776,-20813.517483222306,FULL,102,103,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-02 23:14:12+00:00,2022-03-03 03:40:25+00:00,15973.0,SIGNIFICANT_GAP,False,28.97912,-89.95146,20.1,79.8,,28.99781,-89.95429,13.6,,,2096.3825562566294,165166.00164120004,-163069.6190849434,FULL,103,104,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-03 11:10:01+00:00,2022-03-03 18:03:03+00:00,24782.0,LONG_GAP,False,28.96975,-89.99653,15.5,228.2,,28.9703,-90.00142,18.7,,,479.62145784214687,197608.743724,-197129.12226615785,FULL,104,105,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-03 18:35:58+00:00,2022-03-03 19:06:00+00:00,1802.0,SHORT_GAP,False,28.96993,-90.00116,5.0,244.4,,28.97835,-89.98269,13.4,,,2026.0251283355067,4635.14044,-2609.1153116644937,FULL,105,106,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-03 19:06:00+00:00,2022-03-03 19:33:28+00:00,1648.0,SHORT_GAP,False,28.97835,-89.98269,13.4,60.6,,28.99825,-89.95758,3.0,,,3295.641051343364,11360.5697408,-8064.928689456636,FULL,106,107,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-03 20:55:07+00:00,2022-03-03 22:53:23+00:00,7096.0,SIGNIFICANT_GAP,False,28.96889,-90.00407,18.8,237.1,,28.96862,-89.99328,16.4,,,1050.109135064974,68629.29893120001,-67579.18979613503,FULL,107,108,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-03 23:23:38+00:00,2022-03-03 23:55:46+00:00,1928.0,SHORT_GAP,False,28.96971,-90.00192,13.1,266.5,,28.96902,-89.97093,19.2,,,3015.74792012569,12993.2092192,-9977.46129907431,FULL,108,109,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-03 23:58:27+00:00,2022-03-04 09:19:26+00:00,33659.0,LONG_GAP,False,28.97421,-89.95551,19.3,71.2,,28.97185,-89.95314,16.9,,,349.3103856583803,334192.4425028,-333843.1321171416,FULL,109,110,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-04 09:21:37+00:00,2022-03-04 13:21:34+00:00,14397.0,SIGNIFICANT_GAP,False,28.96818,-89.96421,17.1,253.5,,28.96807,-89.99641,20.3,,,3132.54450815791,126650.29958280001,-123517.7550746421,FULL,110,111,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-04 14:23:53+00:00,2022-03-04 15:24:31+00:00,3638.0,SIGNIFICANT_GAP,False,28.97044,-89.99534,15.1,240.2,,28.97077,-90.00107,15.1,,,558.6261309687926,28260.363807200003,-27701.73767623121,FULL,111,112,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-04 16:00:10+00:00,2022-03-04 18:05:57+00:00,7547.0,SIGNIFICANT_GAP,False,28.9698,-90.003,16.2,231.0,,28.9713,-90.00212,16.3,,,187.47880746734626,62896.64366159999,-62709.16485413264,FULL,112,113,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-04 18:18:20+00:00,2022-03-04 18:50:12+00:00,1912.0,SHORT_GAP,False,28.9936,-89.96762,0.0,350.7,,28.97389,-89.95472,0.0,,,2525.425186598626,0.0,2525.425186598626,FULL,113,114,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-04 18:50:12+00:00,2022-03-04 19:15:27+00:00,1515.0,SHORT_GAP,False,28.97389,-89.95472,0.0,17.2,,28.99372,-89.96791,3.2,,,2551.082286654081,0.0,2551.082286654081,FULL,114,115,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-04 19:39:53+00:00,2022-03-04 20:21:07+00:00,2474.0,SHORT_GAP,False,28.96962,-90.01106,15.5,219.1,,28.96835,-89.99772,16.0,,,1305.408618861871,19727.384068000003,-18421.97544913813,FULL,115,116,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-04 22:18:10+00:00,2022-03-04 23:02:55+00:00,2685.0,SHORT_GAP,False,28.96953,-90.00008,17.4,235.1,,28.97098,-89.994,17.4,,,613.0519620725385,24034.309235999997,-23421.25727392746,FULL,116,117,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-05 02:30:37+00:00,2022-03-05 02:55:43+00:00,1506.0,SHORT_GAP,False,28.96873,-90.00736,20.6,226.8,,28.96932,-89.99729,16.7,,,981.828095068659,15959.9048784,-14978.076783331342,FULL,117,118,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-05 03:28:24+00:00,2022-03-05 04:18:28+00:00,3004.0,SHORT_GAP,False,28.96847,-89.99747,21.2,233.6,,28.98183,-89.98522,17.1,,,1904.4433134548788,32762.263251200002,-30857.819937745124,FULL,118,119,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-05 12:54:46+00:00,2022-03-05 13:35:57+00:00,2471.0,SHORT_GAP,False,28.96837,-90.0063,17.6,229.2,,28.969,-90.00911,17.4,,,282.197659684775,22372.963782400002,-22090.766122715228,FULL,119,120,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-05 14:43:38+00:00,2022-03-05 16:53:02+00:00,7764.0,SIGNIFICANT_GAP,False,28.97149,-89.99586,21.0,226.1,,28.97925,-90.03918,15.2,,,4301.45024399566,83877.007536,-79575.55729200435,FULL,120,121,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-05 16:56:13+00:00,2022-03-05 18:10:01+00:00,4428.0,SIGNIFICANT_GAP,False,28.96991,-90.02822,14.9,137.5,,28.96804,-90.00727,15.0,,,2048.6471729259106,33941.5746768,-31892.927503874093,FULL,121,122,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-05 18:46:40+00:00,2022-03-05 21:55:05+00:00,11305.0,SIGNIFICANT_GAP,False,28.97076,-90.0058,19.0,229.2,,28.96873,-90.00425,14.3,,,271.45665214608925,110499.99897999999,-110228.5423278539,FULL,122,123,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-05 23:28:09+00:00,2022-03-05 23:54:15+00:00,1566.0,SHORT_GAP,False,28.97092,-90.01883,16.6,215.1,,28.96847,-89.998,15.7,,,2044.6099971469414,13373.2804464,-11328.670449253059,FULL,123,124,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-06 01:03:29+00:00,2022-03-06 01:38:59+00:00,2130.0,SHORT_GAP,False,28.96914,-89.99789,20.8,228.3,,28.9692,-89.9967,14.6,,,115.95798680789703,22791.926976000002,-22675.968989192104,FULL,124,125,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-06 02:10:47+00:00,2022-03-06 02:38:13+00:00,1646.0,SHORT_GAP,False,28.97042,-89.99434,17.5,228.8,,28.96872,-89.99808,16.4,,,410.01004819252006,14818.55942,-14408.54937180748,FULL,125,126,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-06 05:45:38+00:00,2022-03-06 07:15:54+00:00,5416.0,SIGNIFICANT_GAP,False,28.99427,-89.96781,0.0,73.7,,28.99415,-89.96778,0.0,,,13.658675691064216,0.0,13.658675691064216,FULL,126,127,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-06 12:11:38+00:00,2022-03-06 12:45:34+00:00,2036.0,SHORT_GAP,False,28.96903,-90.00562,20.8,231.0,,28.96904,-90.01029,18.7,,,454.3101420278213,21786.0860672,-21331.77592517218,FULL,127,128,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-06 13:11:38+00:00,2022-03-06 13:42:44+00:00,1866.0,SHORT_GAP,False,28.97156,-90.00345,20.8,230.6,,28.97017,-89.97501,18.0,,,2770.9763128320606,19967.012083200003,-17196.035770367944,FULL,128,129,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-06 13:46:27+00:00,2022-03-06 17:37:16+00:00,13849.0,SIGNIFICANT_GAP,False,28.97726,-89.95539,18.0,75.9,,28.96908,-90.01355,14.6,,,5730.366288884651,128241.62920800001,-122511.26291911537,FULL,129,130,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-06 18:36:19+00:00,2022-03-06 18:54:28+00:00,1089.0,SHORT_GAP,False,28.97113,-90.01758,18.8,221.9,,28.96967,-90.01267,16.4,,,504.4854149039764,10532.314900800002,-10027.829485896025,FULL,130,131,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-06 20:43:00+00:00,2022-03-06 21:05:04+00:00,1324.0,SHORT_GAP,False,28.97172,-90.02006,17.4,217.8,,28.96941,-89.99914,16.4,,,2051.2632313892755,11851.555094399999,-9800.291863010723,FULL,131,132,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-06 21:40:31+00:00,2022-03-06 23:16:03+00:00,5732.0,SIGNIFICANT_GAP,False,28.97038,-90.00841,17.1,226.2,,28.97028,-89.99547,16.2,,,1258.8675396170738,50424.3604368,-49165.49289718293,FULL,132,133,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-06 23:50:02+00:00,2022-03-07 00:17:04+00:00,1622.0,SHORT_GAP,False,28.97048,-90.00293,17.9,223.8,,28.97173,-89.99531,19.1,,,754.1955008713239,14936.264207199998,-14182.068706328675,FULL,133,134,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-07 03:14:06+00:00,2022-03-07 04:01:10+00:00,2824.0,SHORT_GAP,False,28.96993,-89.99823,17.7,235.2,,28.96819,-89.99771,16.4,,,199.98304375796698,25714.380451200002,-25514.397407442037,FULL,134,135,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-07 06:54:33+00:00,2022-03-07 07:26:41+00:00,1928.0,SHORT_GAP,False,28.99435,-89.96774,0.0,291.3,,28.99437,-89.96774,0.0,,,2.2238985328069827,0.0,2.2238985328069827,FULL,135,136,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-07 13:19:10+00:00,2022-03-07 15:24:31+00:00,7521.0,SIGNIFICANT_GAP,False,28.96984,-90.00615,10.5,227.7,,28.96979,-90.00757,14.1,,,138.25179559510593,40625.899902,-40487.64810640489,FULL,136,137,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-07 15:50:19+00:00,2022-03-07 16:30:03+00:00,2384.0,SHORT_GAP,False,28.99651,-89.95175,17.2,81.8,,29.00079,-89.95107,19.9,,,480.4872456832088,21094.6733312,-20614.18608551679,FULL,137,138,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-07 16:44:21+00:00,2022-03-07 22:06:29+00:00,19328.0,SIGNIFICANT_GAP,False,28.96917,-89.99953,19.4,232.2,,28.96923,-90.0098,17.2,,,999.1108719170876,192897.5684608,-191898.4575888829,FULL,138,139,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-07 23:37:45+00:00,2022-03-08 00:01:13+00:00,1408.0,SHORT_GAP,False,28.97108,-89.99679,19.8,221.8,,28.96934,-90.00335,19.2,,,666.8501259320509,14341.8756096,-13675.025483667949,FULL,139,140,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-08 01:55:28+00:00,2022-03-08 03:22:51+00:00,5243.0,SIGNIFICANT_GAP,False,28.9925,-89.95475,16.7,106.2,,28.99126,-89.95061,11.7,,,425.61318884664695,45043.7391964,-44618.12600755335,FULL,140,141,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-08 07:34:55+00:00,2022-03-08 07:50:18+00:00,923.0,SHORT_GAP,False,28.9939,-89.968,0.5,35.2,,28.99394,-89.96809,0.0,,,9.818519517193861,237.415906,-227.59738648280614,FULL,141,142,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-08 12:24:05+00:00,2022-03-08 13:26:23+00:00,3738.0,SIGNIFICANT_GAP,False,28.97147,-89.99408,18.3,229.8,,28.969,-90.00921,15.4,,,1497.2714015746442,35190.7475976,-33693.47619602535,FULL,142,143,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-08 14:05:36+00:00,2022-03-08 14:32:37+00:00,1621.0,SHORT_GAP,False,28.97004,-89.99893,20.5,223.7,,28.96902,-89.96809,18.4,,,3002.3177629758866,17095.231342,-14092.913579024113,FULL,143,144,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-08 14:35:07+00:00,2022-03-08 19:14:49+00:00,16782.0,SIGNIFICANT_GAP,False,28.97467,-89.95512,17.7,68.5,,28.99708,-89.9532,14.9,,,2498.866488110534,152811.1659816,-150312.29949348947,FULL,144,145,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-08 19:30:29+00:00,2022-03-08 20:28:24+00:00,3475.0,SHORT_GAP,False,28.96816,-89.98755,19.8,225.6,,28.96871,-89.9981,15.5,,,1028.1557109161965,35396.31942,-34368.163709083805,FULL,145,146,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-08 20:30:36+00:00,2022-03-08 21:14:10+00:00,2614.0,SHORT_GAP,False,28.97057,-89.99162,14.7,217.2,,28.97001,-89.9991,19.2,,,730.3229393265844,19767.9222552,-19037.599315873416,FULL,146,147,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-08 21:27:54+00:00,2022-03-09 11:45:05+00:00,51431.0,LONG_GAP,False,28.99896,-89.95279,17.6,94.3,,29.04107,-90.01226,16.2,,,7440.612459240976,465667.3008064001,-458226.68834715907,FULL,147,148,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-09 11:51:40+00:00,2022-03-23 19:01:24+00:00,1235384.0,LONG_GAP,False,29.0218,-90.03808,16.6,230.0,,29.03043,-90.03404,18.9,,,1036.8946551021122,10549895.7158336,-10548858.821178498,FULL,148,149,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-23 19:08:12+00:00,2022-03-24 02:59:19+00:00,28267.0,LONG_GAP,False,29.04223,-89.99489,20.4,75.4,,29.04223,-89.9822,18.0,,,1233.6394979440238,296652.4863792,-295418.846881256,FULL,149,150,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-24 03:14:29+00:00,2022-03-24 05:30:03+00:00,8134.0,SIGNIFICANT_GAP,False,28.96965,-90.01836,18.4,204.3,,28.97341,-90.01541,18.9,,,507.1064983829773,76994.5699264,-76487.46342801703,FULL,150,151,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-24 05:44:22+00:00,2022-03-24 12:48:58+00:00,25476.0,LONG_GAP,False,29.04304,-89.9799,17.7,22.4,,28.99849,-89.95866,1.1,,,5367.002377012669,231975.7635888,-226608.76121178735,FULL,151,152,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-24 12:48:58+00:00,2022-03-24 13:35:11+00:00,2773.0,SHORT_GAP,False,28.99849,-89.95866,1.1,268.5,,28.97068,-90.01836,18.7,,,6578.938740111906,1569.2085332000001,5009.730206911905,FULL,152,153,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-24 13:49:41+00:00,2022-03-25 15:11:44+00:00,91323.0,LONG_GAP,False,29.0405,-89.98028,19.2,28.7,,28.969,-90.00933,16.5,,,8437.447182328875,902026.9327104,-893589.4855280711,FULL,153,154,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-25 15:55:30+00:00,2022-03-25 18:41:46+00:00,9976.0,SIGNIFICANT_GAP,False,28.97207,-89.98789,18.4,232.7,,28.96867,-89.99661,18.0,,,928.7249173019195,94430.5175296,-93501.79261229807,FULL,154,155,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-25 19:17:27+00:00,2022-03-25 20:40:32+00:00,4985.0,SIGNIFICANT_GAP,False,28.97006,-90.00249,17.6,240.4,,28.97285,-89.98778,19.1,,,1464.233250334256,45135.258784000005,-43671.02553366575,FULL,155,156,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
338173000,2022-03-26 00:42:46+00:00,2022-03-26 01:05:57+00:00,1391.0,SHORT_GAP,False,28.96805,-89.9981,19.2,234.8,,28.97931,-90.0196,19.2,,,2437.605364622831,13739.358796800001,-11301.75343217717,FULL,156,157,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-09 20:58:37+00:00,2022-02-09 22:08:17+00:00,4180.0,SIGNIFICANT_GAP,False,28.96954,-90.00074,0.4,240.2,,28.96903,-90.02492,10.2,,,2352.9660904299108,860.1503680000001,1492.8157224299107,FULL,0,1,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-09 22:35:46+00:00,2022-02-10 14:26:27+00:00,57041.0,LONG_GAP,False,29.04086,-89.99073,10.3,23.6,,28.96942,-90.00048,0.2,,,8000.152604053687,302247.3221012,-294247.16949714633,FULL,1,2,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-10 14:47:36+00:00,2022-02-10 15:27:36+00:00,2400.0,SHORT_GAP,False,28.9694,-90.00047,0.1,44.9,,28.96941,-90.00051,0.2,,,4.047036654236464,123.46656,-119.41952334576354,FULL,2,3,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-10 17:31:16+00:00,2022-02-10 18:07:26+00:00,2170.0,SHORT_GAP,False,28.96897,-90.00058,2.9,196.7,,28.969,-90.00054,6.4,,,5.1254344157190275,3237.3960920000004,-3232.2706575842813,FULL,3,4,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-10 22:13:07+00:00,2022-02-10 22:47:56+00:00,2089.0,SHORT_GAP,False,28.96817,-90.0024,2.5,196.6,,28.97016,-90.02765,10.3,,,2466.3239185018247,2686.68379,-220.35987149817538,FULL,4,5,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-10 23:15:16+00:00,2022-02-11 11:33:37+00:00,44301.0,LONG_GAP,False,29.04129,-89.99477,10.1,29.1,,29.03612,-89.98547,9.9,,,1071.4061875047578,230182.8748044,-229111.46861689523,FULL,5,6,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-11 11:51:36+00:00,2022-02-11 13:03:57+00:00,4341.0,SIGNIFICANT_GAP,False,28.9915,-90.00726,9.7,203.9,,28.96887,-90.00086,3.6,,,2592.205493387214,21662.053618799997,-19069.848125412784,FULL,6,7,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-11 14:02:36+00:00,2022-02-11 14:35:46+00:00,1990.0,SHORT_GAP,False,28.96967,-90.00074,0.1,71.1,,28.96966,-90.00073,0.0,,,1.477432255934033,102.374356,-100.89692374406597,FULL,7,8,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
